word1,word2,label
sheffer,berles',0
willie,swart,0
corkran,todisco,0
argued,ezell's,0
bolle,pluck,0
casio,elvina,0
rusty,wreaths,0
petered,whalen,0
vogosca,witczak,0
vingo,afula's,0
imputed,kocak,0
brymer,tibbals,0
sanmark,sofas,0
sects,davia,0
maine,mickel,0
betabia,paris',0
peewee,lorman,0
dewaele,carolco,0
keppel,territo,0
marte,adak,0
bauwens,halm,0
latta,saffron,0
arentz,silex,0
bentley,maria's,0
almaden,lineal,0
fulsome,muhs,0
manzer,grafted,0
serena,bekaa,0
eilert,actava,0
gram,globo,0
walkin',lehn,0
filmed,alzado,0
halve,baier,0
jans,vicker,0
motzko,vacek,0
bator,orky,0
jagged,motyl,0
compas,risko,0
revving,hues,0
volz,stahl,0
shaded,camacho,0
airfone,geffen,0
bohlke,ramaker,0
bearers,kasel,0
bargain,weeding,0
dryer,titinus,0
navcom,griffee,0
absolve,demel,0
murnane,browder,0
rock,papery,0
atalia,dugald,0
juster,khouri,0
lone,dales,0
artists,alija,0
rizzoli,kaps,0
biven,burp,0
gigot,coast's,0
kinnan,ando,0
giffin,norilsk,0
goutal,altaic,0
larussa,lindeen,0
raps,coloma,0
bazaars,shizuka,0
oreo,browsed,0
prem,pietro,0
wanton,geter,0
harroun,holum,0
cibro,bolles,0
bannan,servis,0
rutgers,gruver,0
bromont,chandon,0
heaving,brockel,0
godino,leleux,0
ghana,reeve,0
starlet,soleri,0
turko,delamar,0
jynx,theiler,0
mobiler,tenorio,0
jerrie,rabbani,0
peeping,roti,0
lahue,rushlow,0
wasmuth,colucci,0
kienan,fazzino,0
inquiry,harstad,0
dogma,oodle,0
evelyn,wehling,0
jogger,betas,0
cheeked,kekst,0
taos,whacks,0
ruggles,mendyk,0
damelio,cell's,0
argyll,nilson,0
minow,onassis,0
elisa's,pelagia,0
harsco,clancy,0
skeins,opic,0
acids,reep,0
evancho,alcala,0
sneezes,sloan's,0
menge,solids,0
lepp,iwen,0
insel,huebel,0
koslow,kulich,0
seyller,olague,0
ullrich,burry,0
slentz,vienot,0
moye,galilee,0
weepy,rudolph,0
absorbs,vancamp,0
extract,scoffs,0
bennink,breguet,0
bacote,kriger,0
thiede,agarwal,0
marney,murden,0
sausser,kroc,0
burgard,bunched,0
defused,willock,0
popper,marous,0
erle,kangas,0
weide,hannah,0
colgate,mahtan,0
aquirre,hangout,0
scimed,carder,0
sprawls,spegal,0
leiter,rosie's,0
hadden,darrigo,0
look,schmead,0
fences,fruity,0
widnall,cutesy,0
ramel,dripped,0
troche,pubco,0
asmara,putz,0
feustel,rohlf,0
maidel,pingley,0
burts,kubly,0
butler,mcneel,0
photoop,popa,0
collet,gaffe,0
ziehl,sollish,0
milward,allen,0
hydro's,babbio,0
deasy,emelina,0
mottled,vittles,0
lecomba,ramses,0
gangi,meaty,0
macri,chason,0
fassler,blaine,0
alliant,mezo,0
qasr,alarice,0
kulzer,staiger,0
dalgety,vermeer,0
arkose,foyt,0
orva,karajan,0
eighmy,almeda,0
eurocom,swum,0
kurz,collazo,0
herford,platts,0
la-paz,maslow,0
boelman,infuse,0
cryster,tontons,0
kreps,boat's,0
demasi,riva,0
casola,kopf,0
patak,cuffe,0
kitsch,bache,0
spatz,kenaf,0
priore,miele,0
myrilla,kolber,0
hopi,antec,0
neyman,tine,0
mansell,llama,0
britsch,pelagic,0
child,coulon,0
quist's,duna,0
sutfin,gringos,0
santoyo,freshen,0
usages,myojin,0
rail,hanta,0
easel,engels,0
blitzed,bisson,0
bobby's,attuned,0
millar,uland,0
schey,ya'll,0
abdalla,rolfe,0
heat's,pinnix,0
tuned,braided,0
buchert,stant,0
machain,frady,0
glasson,comly,0
rudy's,mario's,0
brand's,nervana,0
zoeller,liken,0
mildew,evader,0
shoji,ison,0
maull,nico,0
repairs,rueb,0
plauche,burdge,0
bindel,huerter,0
sharps,gladu,0
huggett,spurs,0
seles,boll,0
anibal,tamer,0
lumen,bergsma,0
blocker,zaitz,0
auber,hosek,0
lawner,recedes,0
royal's,stines,0
who've,reeks,0
bellon,dula,0
siefker,mayton,0
yoga,boulden,0
bada,iniguez,0
childs,llanos,0
tedesco,evader,0
amann,polivka,0
tchuruk,brodnax,0
mazzoli,mccully,0
adrian,ingo,0
arnie,gamons,0
laudon,drina,0
torno,manko,0
nara,jochem,0
beads,spanish,0
amado,aguirre,0
snapped,ogden's,0
spada,faraha,0
yentl,lajous,0
baugh,raoul,0
haque,raile,0
unmoved,corti,0
spaid,backsaw,0
vitner,droege,0
dohrman,juries,0
demas,prong,0
ovoid,nissim,0
nevadan,marash',0
corbit,helens,0
typing,oley,0
directs,leoda,0
gamp,yaron,0
kolar,horky,0
lauro,ahmed,0
precis,doose,0
cheadle,studs,0
burges,pyke,0
budny,silvis,0
swans,sulk,0
yummy,stuckey,0
fortna,ruess,0
daisy,pacto,0
cormier,cabler,0
kerst,dulle,0
siuda,grogan,0
mele,rietz,0
hulce's,racier,0
adachi,hanshin,0
madog,nordan,0
deklerk,grandt,0
ghali's,tremel,0
swatted,paradis,0
faddis,siano,0
perrine,argueta,0
demick,weis,0
cava,stokely,0
english,dorta,0
dali,eastdil,0
merkle,zeta,0
condry,asda,0
bolin,solomon,0
raffish,ninny,0
rabid,mintha,0
lotze,dimple,0
destroy,vercher,0
abba,grenell,0
moleski,balked,0
resting,peta,0
manhole,heon,0
hinkley,maims,0
lavin,navstar,0
salted,iranian,0
mezro,colonna,0
fulcher,lukin,0
cults,cardia,0
smoshed,saudia,0
haymes,galyean,0
kistner,topknot,0
moto,buckley,0
helwig,tappan,0
avent,steimle,0
spews,cowslip,0
saindon,schinke,0
rats,vigo,0
hustler,tigar,0
mckenny,brandel,0
doiron,coors's,0
mcshea,farge,0
vaxes,abstain,0
rodi,nooney,0
snow's,gaia,0
islands,tearle,0
bemoan,farry,0
linear,rwandan,0
huval,karan's,0
darkly,eschete,0
mittal,union's,0
merry,nard,0
sabol,kennels,0
aglow,tawes,0
beluga,wuliger,0
bailby,third's,0
golf's,mccanna,0
furbush,unwrap,0
stank,pager,0
snowy,voyles,0
fabia,leck,0
ticked,mason's,0
grog,kaelin,0
bosnian,kneer,0
tribble,brickle,0
goland,tanned,0
scape,boorman,0
ponte,clunk,0
banko,mancini,0
paylor,castro,0
defazio,lester,0
sinned,stubbed,0
spring,romack,0
garnock,kimpel,0
cato,tiring,0
herb,shiva,0
teeter,playa,0
garret,mahariv,0
amax's,belated,0
vala,mizel,0
panful,koenig,0
scarred,montes,0
pilatus,ange,0
benders,dorthy,0
michie,dilated,0
broudy,allies',0
dulac,hoek,0
doar,urchin,0
cowen,evoked,0
closed,fimbres,0
amerada,weekes,0
farrah,moyes,0
crabill,gemme,0
challis,valvano,0
smidgen,lucerne,0
moby,brani,0
filbert,somalia,0
fidler,isidore,0
riady,nola,0
pera,nordell,0
duhr,canelo,0
aberle,preyed,0
cold,moshe's,0
lacomb,flythe,0
empie,masako,0
liptak,hoffert,0
burkes,piccola,0
tromp,biehle,0
faal's,iguanas,0
funes,wall's,0
kohr,kiam,0
keenest,linsay,0
berdine,keelan,0
sevigny,vitally,0
mosses,strnad,0
vinick,maahs,0
unreal,vedette,0
kuczek,tempe,0
shelden,saad,0
verdant,riss,0
osmena,ignoble,0
furr's,tillis,0
grainy,cordle,0
seager,lentz,0
loville,caterer,0
geenen,mccloy,0
frel,home's,0
tamm,tito,0
youngs,midi,0
pownall,whisks,0
ayende,cuoco,0
ghosts,dacs,0
jeeter,konig,0
pattern,medio,0
sponge,satya,0
storing,shekel,0
tycoons,lepore,0
gehrig,panfuls,0
sebo,mochida,0
lumet,wirz,0
ionarde,nerl,0
usrey,lamarre,0
helaba,gorgone,0
corzine,caissie,0
ahlen,netz,0
najib's,mchaney,0
ruhle,wilma,0
steppel,endaka,0
gorter,gudino,0
cows,hitoshi,0
mixes,june,0
arabs',cosi,0
canfor,woolum,0
carrera,gulls,0
assets,kirsh,0
chet,preside,0
sifford,runnin',0
wygant,biviano,0
ataturk,iowa's,0
qichen,holmes,0
bosman,doenges,0
myre,fogler,0
parag,kyker,0
weaken,hellums,0
grigas,vella,0
davy,riddell,0
aliases,codding,0
gabay,tetsuji,0
madra,parella,0
poring,clyne,0
kepler,mais,0
eppner,rodden,0
diaz,buisson,0
pent,sundial,0
latoya,wajda,0
scat,mucosal,0
cease,levien,0
coining,cockles,0
fishman,maltese,0
railtex,snipe,0
sammut,oscar's,0
kronick,extel,0
chefs,detty,0
gums,kalok,0
domed,iretta,0
tasted,behnken,0
chrissy,mcclish,0
hornere,hoppert,0
piny,shipps,0
aggie,eveland,0
louk,longleg,0
ashwell,becor's,0
gasper,daddy's,0
abrutyn,helvie,0
koreans,moscato,0
wienke,cronies,0
hukstra,spiker,0
magnum,almanza,0
kennan,weaves,0
oneall,coon,0
pours,landay,0
hulk,theo,0
goldie,mignon,0
bley,rohloff,0
prove,washtub,0
mcclees,barco's,0
girton,nealey,0
fehrman,nowacki,0
shetley,moyle,0
bragger,tousey,0
spewed,axton,0
vandyck,paszek,0
bardon,dapuzzo,0
alberto,schlink,0
marren,elicker,0
bour,daylong,0
jaffa,birkes,0
miscue,mitre,0
henwood,squyres,0
eula,keely,0
venezia,shimmel,0
washam,haso's,0
harston,mattina,0
nazzaro,muolo,0
skier,baillie,0
schade,cinched,0
saurer,hedged,0
zagha,leicht,0
spotter,stringy,0
rama,geeky,0
kamman,beady,0
domain,adkins,0
dalila,holguin,0
leep,wharfs,0
rested,mamet,0
hamlets,seres,0
daiei,malval,0
lafosse,enrico,0
silvana,nicolai,0
caya,rodick,0
debor,kroese,0
ahlgren,jett,0
eaton's,krob,0
glinski,mart's,0
lida,zygote,0
skeptic,nagle,0
minear,fringer,0
enclave,giscard,0
dulcet,toils,0
doughy,goan,0
longest,braddy,0
frosted,hisaw,0
mumps,krass,0
wingler,haglund,0
actuary,sotheby,0
koki,acorn,0
suckow,suggs,0
fisette,nevitt,0
hardly,klipp,0
whitley,orbanco,0
yolande,reves,0
solemn,boomed,0
weir's,septima,0
wisley,voigt,0
chajet,burgio,0
neeman,gumshoe,0
gohn,seddon,0
before,kuffner,0
players,rumbles,0
lallo,woolly,0
pascua,rhody,0
tugging,chasin,0
benson,zingale,0
honaker,manfra,0
peoria,scinto,0
krinsky,cervi,0
floris,boulton,0
maurice,monteil,0
fokkers,puneet,0
cudahy,heberer,0
leask,betide,0
ranging,acott,0
halper,nissen,0
hedrick,milich,0
accent,daley's,0
